,Pclass,Sex,Age,Fare,Embarked,Title,IsAlone,Survived
685,2,0,25,41.5792,1,1,0,0
686,3,0,14,39.6875,0,1,0,0
687,3,0,19,10.1708,0,1,1,0
688,3,0,18,7.7958,0,1,1,0
689,1,1,15,211.3375,0,2,0,1
690,1,0,31,57.0,0,1,0,1
691,3,1,4,13.4167,1,2,0,1
692,3,0,25,56.4958,0,1,1,1
693,3,0,25,7.225,1,1,1,0
694,1,0,60,26.55,0,5,1,0
695,2,0,52,13.5,0,1,1,0
696,3,0,44,8.05,0,1,1,0
697,3,1,21,7.7333,2,2,1,1
698,1,0,49,110.8833,1,1,0,0
699,3,0,42,7.65,0,1,1,0
700,1,1,18,227.525,1,3,0,1
701,1,0,35,26.2875,0,1,1,1
702,3,1,18,14.4542,1,2,0,0
703,3,0,25,7.7417,2,1,1,0
704,3,0,26,7.8542,0,1,0,0
705,2,0,39,26.0,0,1,1,0
706,2,1,45,13.5,0,3,1,1
707,1,0,42,26.2875,0,1,1,1
708,1,1,22,151.55,0,2,1,1
709,3,0,25,15.2458,1,4,0,1
710,1,1,24,49.5042,1,2,1,1
711,1,0,40,26.55,0,1,1,0
712,1,0,48,52.0,0,1,0,1
713,3,0,29,9.4833,0,1,1,0
714,2,0,52,13.0,0,1,1,0
715,3,0,19,7.65,0,1,1,0
716,1,1,38,227.525,1,2,1,1
717,2,1,27,10.5,0,2,1,1
718,3,0,25,15.5,2,1,1,0
719,3,0,33,7.775,0,1,1,0
720,2,1,6,33.0,0,2,0,1
721,3,0,17,7.0542,0,1,0,0
722,2,0,34,13.0,0,1,1,0
723,2,0,50,13.0,0,1,1,0
724,1,0,27,53.1,0,1,0,1
725,3,0,20,8.6625,0,1,1,0
726,2,1,30,21.0,0,3,0,1
727,3,1,21,7.7375,2,2,1,1
728,2,0,25,26.0,0,1,0,0
729,3,1,25,7.925,0,2,0,0
730,1,1,29,211.3375,0,2,1,1
731,3,0,11,18.7875,1,1,1,0
732,2,0,30,0.0,0,1,1,0
733,2,0,23,13.0,0,1,1,0
734,2,0,23,13.0,0,1,1,0
735,3,0,28,16.1,0,1,1,0
736,3,1,48,34.375,0,3,0,0
737,1,0,35,512.3292,1,1,1,1
738,3,0,25,7.8958,0,1,1,0
739,3,0,25,7.8958,0,1,1,0
740,1,0,40,30.0,0,1,1,1
741,1,0,36,78.85,0,1,0,0
742,1,1,21,262.375,1,2,0,1
743,3,0,24,16.1,0,1,0,0
744,3,0,31,7.925,0,1,1,1
745,1,0,70,71.0,0,5,0,0
746,3,0,16,20.25,0,1,0,0
747,2,1,30,13.0,0,2,1,1
748,1,0,19,53.1,0,1,0,0
749,3,0,31,7.75,2,1,1,0
750,2,1,4,23.0,0,2,0,1
751,3,0,6,12.475,0,4,0,1
752,3,0,33,9.5,0,1,1,0
753,3,0,23,7.8958,0,1,1,0
754,2,1,48,65.0,0,3,0,1
755,2,0,0,14.5,0,4,0,1
756,3,0,28,7.7958,0,1,1,0
757,2,0,18,11.5,0,1,1,0
758,3,0,34,8.05,0,1,1,0
759,1,1,33,86.5,0,5,1,1
760,3,0,25,14.5,0,1,1,0
761,3,0,41,7.125,0,1,1,0
762,3,0,20,7.2292,1,1,1,1
763,1,1,36,120.0,0,3,0,1
764,3,0,16,7.775,0,1,1,0
765,1,1,51,77.9583,0,3,0,1
766,1,0,40,39.6,1,5,1,0
767,3,1,30,7.75,2,2,1,0
768,3,0,25,24.15,2,1,0,0
769,3,0,32,8.3625,0,1,1,0
770,3,0,24,9.5,0,1,1,0
771,3,0,48,7.8542,0,1,1,0
772,2,1,57,10.5,0,3,1,0
773,3,0,25,7.225,1,1,1,0
774,2,1,54,23.0,0,3,0,1
775,3,0,18,7.75,0,1,1,0
776,3,0,25,7.75,2,1,1,0
777,3,1,5,12.475,0,2,1,1
778,3,0,25,7.7375,2,1,1,0
779,1,1,43,211.3375,0,3,0,1
780,3,1,13,7.2292,1,2,1,1
781,1,1,17,57.0,0,3,0,1
782,1,0,29,30.0,0,1,1,0
783,3,0,25,23.45,0,1,0,0
784,3,0,25,7.05,0,1,1,0
785,3,0,25,7.25,0,1,1,0
786,3,1,18,7.4958,0,2,1,1
787,3,0,8,29.125,2,4,0,0
788,3,0,1,20.575,0,4,0,1
789,1,0,46,79.2,1,1,1,0
790,3,0,25,7.75,2,1,1,0
791,2,0,16,26.0,0,1,1,0
792,3,1,21,69.55,0,2,0,0
793,1,0,40,30.6958,1,1,1,0
794,3,0,25,7.8958,0,1,1,0
795,2,0,39,13.0,0,1,1,0
796,1,1,49,25.9292,0,5,1,1
797,3,1,31,8.6833,0,3,1,1
798,3,0,30,7.2292,1,1,1,0
799,3,1,30,24.15,0,3,0,0
800,2,0,34,13.0,0,1,1,0
801,2,1,31,26.25,0,3,0,1
802,1,0,11,120.0,0,4,0,1
803,3,0,0,8.5167,1,4,0,1
804,3,0,27,6.975,0,1,1,1
805,3,0,31,7.775,0,1,1,0
806,1,0,39,0.0,0,1,1,0
807,3,1,18,7.775,0,2,1,0
808,2,0,39,13.0,0,1,1,0
809,1,1,33,53.1,0,3,0,1
810,3,0,26,7.8875,0,1,1,0
811,3,0,39,24.15,0,1,1,0
812,2,0,35,10.5,0,1,1,0
813,3,1,6,31.275,0,2,0,0
814,3,0,30,8.05,0,1,1,0
815,1,0,40,0.0,0,1,1,0
816,3,1,23,7.925,0,2,1,0
817,2,0,31,37.0042,1,1,0,0
818,3,0,43,6.45,0,1,1,0
819,3,0,10,27.9,0,4,0,0
820,1,1,52,93.5,0,3,0,1
821,3,0,27,8.6625,0,1,1,1
822,1,0,38,0.0,0,5,1,0
823,3,1,27,12.475,0,3,0,1
824,3,0,2,39.6875,0,4,0,0
825,3,0,25,6.95,2,1,1,0
826,3,0,25,56.4958,0,1,1,0
827,2,0,1,37.0042,1,4,0,1
828,3,0,25,7.75,2,1,1,1
829,1,1,62,80.0,0,3,1,1
830,3,1,15,14.4542,1,3,0,1
831,2,0,0,18.75,0,4,0,1
832,3,0,25,7.2292,1,1,1,0
833,3,0,23,7.8542,0,1,1,0
834,3,0,18,8.3,0,1,1,0
835,1,1,39,83.1583,1,2,0,1
836,3,0,21,8.6625,0,1,1,0
837,3,0,25,8.05,0,1,1,0
838,3,0,32,56.4958,0,1,1,1
839,1,0,40,29.7,1,1,1,1
840,3,0,20,7.925,0,1,1,0
841,2,0,16,10.5,0,1,1,0
842,1,1,30,31.0,1,2,1,1
843,3,0,34,6.4375,1,1,1,0
844,3,0,17,8.6625,0,1,1,0
845,3,0,42,7.55,0,1,1,0
846,3,0,25,69.55,0,1,0,0
847,3,0,35,7.8958,1,1,1,0
848,2,0,28,33.0,0,5,0,0
849,1,1,35,89.1042,1,3,0,1
850,3,0,4,31.275,0,4,0,0
851,3,0,74,7.775,0,1,1,0
852,3,1,9,15.2458,1,2,0,0
853,1,1,16,39.4,0,2,0,1
854,2,1,44,26.0,0,3,0,0
855,3,1,18,9.35,0,3,0,1
856,1,1,45,164.8667,0,3,0,1
857,1,0,51,26.55,0,1,1,1
858,3,1,24,19.2583,1,3,0,1
859,3,0,25,7.2292,1,1,1,0
860,3,0,41,14.1083,0,1,0,0
861,2,0,21,11.5,0,1,0,0
862,1,1,48,25.9292,0,3,1,1
863,3,1,21,69.55,0,2,0,0
864,2,0,24,13.0,0,1,1,0
865,2,1,42,13.0,0,3,1,1
866,2,1,27,13.8583,1,2,0,1
867,1,0,31,50.4958,0,1,1,0
868,3,0,25,9.5,0,1,1,0
869,3,0,4,11.1333,0,4,0,1
870,3,0,26,7.8958,0,1,1,0
871,1,1,47,52.5542,0,3,0,1
872,1,0,33,5.0,0,1,1,0
873,3,0,47,9.0,0,1,1,0
874,2,1,28,24.0,1,3,0,1
875,3,1,15,7.225,1,2,1,1
876,3,0,20,9.8458,0,1,1,0
877,3,0,19,7.8958,0,1,1,0
878,3,0,25,7.8958,0,1,1,0
879,1,1,56,83.1583,1,3,0,1
880,2,1,25,26.0,0,3,0,1
881,3,0,33,7.8958,0,1,1,0
882,3,1,22,10.5167,0,2,1,0
883,2,0,28,10.5,0,1,1,0
884,3,0,25,7.05,0,1,1,0
885,3,1,39,29.125,2,3,0,0
886,2,0,27,13.0,0,5,1,0
887,1,1,19,30.0,0,2,1,1
888,3,1,21,23.45,0,2,0,0
889,1,0,26,30.0,1,1,1,1
890,3,0,32,7.75,2,1,1,0
